ah,aw,ifs,fs,ofs,dfw,total_cycles,avg_mapping_eff
4,3,1,3,2,ws,96357,86.89594356261023
9,9,3,1,1,is,45453,46.21748502585862
8,4,3,3,2,os,60329,46.784182275524415
6,3,4,1,4,os,70508,40.48981438792386
9,10,2,1,2,ws,25375,80.57848324514991
7,3,4,3,3,ws,60241,83.18468127991937
9,9,3,4,3,os,22418,32.151079075394634
9,3,2,2,4,os,92331,37.31862757627668
5,3,4,4,4,ws,82905,83.96801070364288
3,6,1,2,3,os,68007,49.65795077828307
8,8,2,3,2,is,99120,44.08448153887616
7,8,1,3,3,os,39062,37.27901120361805
7,5,4,4,2,os,40961,40.27305698721078
4,7,4,4,3,is,75890,47.48664313088785
3,7,3,1,1,is,89621,48.07661063596921
7,5,3,4,1,is,72139,50.080112406953795
6,7,4,3,4,ws,36646,74.50037792894936
8,5,1,2,1,os,84928,39.260679153753095
8,7,1,4,2,ws,30258,76.66666666666666
6,3,1,1,4,os,229529,40.48981438792386
9,10,1,4,2,is,251452,45.21145334018895
4,3,3,4,2,ws,96357,86.89594356261023
6,3,3,2,3,is,116829,56.91690267623877
5,10,1,2,2,ws,32625,80.63054187192118
7,8,3,4,1,is,62628,45.6329697759713
10,5,2,3,1,os,65601,37.64288401253914
7,5,4,1,2,os,40961,40.27305698721078
7,8,2,2,1,ws,24517,78.31972789115646
8,3,1,2,1,ws,58360,84.75308641975309
5,9,3,2,4,is,57623,44.27614764046542
9,9,2,1,1,is,45471,46.21748502585862
9,9,2,3,4,ws,19455,73.61943954536545
3,4,3,3,4,os,81448,58.86122637159981
6,6,1,4,1,ws,36923,81.97883597883599
7,4,1,4,1,ws,39233,92.08390022675738
3,10,3,3,4,ws,49243,83.14702581369247
6,9,2,1,1,ws,34422,71.69888860894153
6,4,1,1,3,os,152991,49.41678192715536
7,3,2,2,1,is,109602,57.64452724381605
6,4,1,2,4,is,239981,52.2063492063492
5,6,4,4,2,ws,43031,83.32301196340605
7,7,3,2,1,ws,30994,75.05021056041463
5,3,1,4,2,os,84070,42.341733126969274
6,6,4,3,4,os,37710,40.37223649256826
5,5,2,3,4,ws,52352,88.57536945812808
10,3,3,2,4,os,62454,36.43709895893818
9,7,3,1,3,is,60081,47.70967598332034
10,8,2,3,3,is,94110,43.91612990163044
6,5,2,4,4,os,123121,41.977869986168955
7,6,3,1,4,os,51876,38.806315550511876
4,8,2,2,2,is,111634,46.48853639286195
4,5,2,2,1,os,113868,47.000000000000206
9,3,1,4,3,os,112188,37.31862757627668
7,6,3,2,2,os,51876,38.806315550511876
6,7,3,1,1,is,69998,45.75185066317613
6,7,2,4,3,ws,36646,74.50037792894936
10,6,4,1,3,is,53571,46.508437067773166
10,9,3,2,2,ws,18932,70.49453262786595
8,6,3,4,4,os,46193,37.863685316016664
3,6,3,4,2,ws,63799,86.00128266794937
7,9,4,4,3,is,45478,45.075552926484576
5,4,3,3,4,ws,53679,92.8144499178982
8,9,2,1,1,os,37825,32.748132771602144
5,5,1,4,4,os,55644,43.93969656640958
4,9,3,1,2,is,63968,45.88583259390712
8,5,3,3,4,os,59580,39.260679153753095
8,7,2,4,1,os,52580,33.03281870624542
8,5,4,3,2,os,37154,39.260679153753095
9,4,1,3,1,os,74150,46.22728318380493
7,7,2,2,4,os,87443,33.923391949029536
7,3,4,1,2,is,106805,57.64452724381605
9,5,3,2,2,ws,29871,88.57848324514991
10,3,2,4,3,is,124740,55.84177040110668
3,7,3,2,4,ws,63736,78.23526267970719
4,5,2,1,4,ws,68747,91.42857142857143
10,4,2,2,1,is,108058,51.20000000000012
4,9,3,2,3,os,41909,39.144620811287666
3,9,2,1,4,ws,54152,75.74474907808242
5,3,1,1,1,os,84070,42.341733126969274
8,8,3,3,4,is,63644,44.08448153887616
3,9,3,1,2,ws,54152,75.74474907808242
10,3,1,1,2,os,252418,36.43709895893818
6,10,4,3,1,os,29919,33.977869986168926
4,8,2,4,4,ws,39175,81.78571428571429
6,9,4,3,4,is,51162,44.25182117935741
4,8,2,4,2,is,111634,46.48853639286195
7,6,2,3,4,os,87628,38.806315550511876
5,8,3,3,2,ws,33461,78.71674876847291
9,10,3,3,2,is,42289,45.21145334018895
10,4,2,4,1,is,108058,51.20000000000012
5,8,1,1,4,ws,38999,78.71674876847291
9,10,2,1,4,is,53501,45.21145334018895
4,4,1,4,4,ws,62081,95.95238095238096
9,5,1,1,3,ws,34745,88.57848324514991
7,9,2,4,1,os,59655,33.600491692205644
6,7,1,2,4,ws,36646,74.50037792894936
4,9,2,2,3,os,58417,39.144620811287666
5,10,3,2,4,os,34929,35.964311951024975
4,6,1,3,4,is,181747,49.25903971547125
3,7,1,4,3,is,256081,48.07661063596921
4,7,4,4,2,os,53882,39.761904761905086
8,4,3,2,2,ws,37717,93.54166666666667
5,3,1,1,2,is,208944,57.26574412852868
10,5,4,3,4,ws,29524,85.76
8,9,1,2,4,ws,23716,73.80070546737214
8,7,2,3,3,is,102369,45.08424738998285
8,7,2,2,2,is,102369,45.08424738998285
9,6,3,1,1,os,28732,37.24024231270621
6,6,2,4,4,ws,36923,81.97883597883599
10,5,1,2,1,is,251911,48.328466329518264
7,7,4,2,2,ws,30994,75.05021056041463
9,6,4,2,2,is,52749,49.4020846902359
8,8,3,4,2,os,32083,36.38530016170328
10,6,2,1,3,ws,30062,80.70476190476191
8,6,4,3,2,is,60277,46.851659751037346
5,5,1,2,1,is,253398,49.44564101689985
5,6,1,3,1,ws,43031,83.32301196340605
4,9,1,3,2,ws,39217,75.94356261022925
7,5,3,1,3,os,66694,40.27305698721078
7,6,4,1,3,is,60369,48.247701846990566
5,8,1,4,1,os,36269,40.45538993878094
8,9,1,3,3,is,163488,43.483436853002075
10,6,1,3,2,ws,24427,80.70476190476191
9,4,1,2,2,ws,31299,93.40388007054673
10,7,3,3,1,is,58696,44.84609488568784
3,5,3,1,2,is,110802,51.754025870750276
3,10,4,3,3,ws,49243,83.14702581369247
3,3,4,3,2,os,126443,49.8931065689946
7,3,1,1,3,ws,62207,83.18468127991937
7,6,2,1,1,os,87628,38.806315550511876
5,10,3,2,3,is,55748,43.255029108822136
7,8,2,3,3,is,98115,45.6329697759713
3,9,4,1,1,is,76926,46.502878644585564
10,5,3,4,3,ws,29524,85.76
7,6,4,3,4,is,60369,48.247701846990566
6,9,2,2,4,os,66372,34.96071385882352
10,7,2,1,4,os,50783,31.633915509777523
9,8,3,1,2,os,22287,35.76432022084197
3,3,2,3,3,os,148653,49.8931065689946
8,8,3,3,2,os,32083,36.38530016170328
10,10,1,3,2,is,252076,42.376426332288325
10,9,3,1,2,ws,25435,70.49453262786595
8,4,1,3,3,is,246726,51.875
10,7,1,2,3,os,129097,31.633915509777523
3,5,2,4,1,os,90139,51.97786998616893
6,5,3,2,2,ws,44863,87.22539682539681
4,3,4,4,4,ws,96357,86.89594356261023
7,5,1,2,3,ws,37804,87.4829931972789
5,4,2,2,1,os,61397,51.257954041345045
10,9,3,3,4,ws,18902,70.49453262786595
6,4,4,3,1,os,45767,49.41678192715536
9,3,4,3,2,is,99292,58.83183189776089
10,9,2,3,3,is,50077,43.36011042097992
6,5,3,3,1,ws,44863,87.22539682539681
7,3,4,3,1,ws,60241,83.18468127991937
5,10,4,4,3,is,56241,43.255029108822136
10,8,1,4,4,is,250880,43.91612990163044
10,7,2,1,2,ws,30088,73.25714285714284
4,8,1,2,3,is,248825,46.48853639286195
6,7,3,4,1,ws,36646,74.50037792894936
8,3,4,1,2,os,57016,37.951868737533445
5,10,1,4,3,os,37025,35.964311951024975
8,6,2,1,4,os,52770,37.863685316016664
3,9,4,3,1,os,54193,43.2793499552379
7,6,1,3,4,os,53603,38.806315550511876
6,5,1,1,4,os,152270,41.977869986168955
5,6,1,2,4,os,46024,42.200639652542506
9,10,1,2,3,is,251452,45.21145334018895
4,3,2,1,3,ws,101461,86.89594356261023
3,10,1,2,1,os,54934,43.97786998616895
10,7,4,2,1,is,49442,44.84609488568784
7,6,4,3,3,ws,31295,82.53968253968254
8,4,1,2,2,os,85702,46.784182275524415
8,3,4,1,2,is,108242,56.851659751037346
6,5,2,2,1,os,123121,41.977869986168955
9,5,1,4,3,os,73391,38.611456176673535
3,4,2,1,4,is,130767,54.786756453423116
6,7,4,1,1,is,62216,45.75185066317613
10,3,1,3,3,ws,47187,81.26913580246917
3,8,4,1,4,os,53304,47.47233748271093
7,9,2,3,3,os,59655,33.600491692205644
7,10,2,3,1,ws,23635,79.64625850340137
8,7,1,2,2,ws,30258,76.66666666666666
9,10,1,3,2,is,251452,45.21145334018895
9,5,2,2,2,is,97396,51.24031735704168
4,7,4,2,1,ws,49948,78.50340136054427
6,6,3,1,1,is,67475,47.4460032053393
6,8,3,3,1,os,30729,38.72233748271093
9,7,1,4,2,ws,24462,76.01578903166204
7,6,4,3,2,is,60369,48.247701846990566
3,5,1,3,4,is,254784,51.754025870750276
3,8,1,1,1,ws,54424,81.6470258136925
8,7,2,2,2,ws,29461,76.66666666666666
6,9,1,2,2,ws,28657,71.69888860894153
7,8,2,2,1,is,98115,45.6329697759713
10,5,4,1,2,ws,34548,85.76
3,7,4,4,4,is,89514,48.07661063596921
10,7,2,3,1,os,50783,31.633915509777523
4,7,2,2,3,is,115739,47.48664313088785
9,3,3,2,4,ws,53451,84.29551244366061
4,7,4,1,1,os,53882,39.761904761905086
8,9,3,1,1,os,32013,32.748132771602144
8,8,4,4,3,ws,23011,79.375
5,3,4,3,1,os,81687,42.341733126969274
7,10,2,4,4,ws,23635,79.64625850340137
8,9,1,3,2,is,163488,43.483436853002075
10,4,3,1,3,ws,35072,89.86666666666667
6,4,3,4,1,ws,46267,91.49206349206348
5,7,2,3,3,os,47867,37.09714691306419
9,7,2,2,4,ws,24604,76.01578903166204
5,9,1,1,1,ws,39089,73.04628109225811
9,6,1,3,1,is,183804,49.4020846902359
4,6,3,4,3,is,82371,49.25903971547125
5,6,1,1,4,is,181038,47.55145841424279
4,10,4,1,4,ws,43891,83.42857142857142
7,10,4,2,4,is,53611,44.07962808948025
7,5,2,2,1,is,110054,50.080112406953795
3,10,1,1,2,ws,54013,83.14702581369247
7,7,3,4,2,is,64800,46.567676151999095
10,3,2,1,3,os,101167,36.43709895893818
8,3,3,4,3,os,95056,37.951868737533445
5,6,3,4,2,ws,43031,83.32301196340605
8,3,1,3,2,is,204570,56.851659751037346
10,5,4,2,3,os,35716,37.64288401253914
4,6,2,2,4,is,83633,49.25903971547125
9,9,3,1,4,os,22418,32.151079075394634
10,3,4,4,3,ws,47187,81.26913580246917
5,4,1,2,2,is,243548,52.43349753694592
7,8,4,1,3,ws,30361,78.31972789115646
4,5,3,1,3,is,93694,51.21082930909925
9,8,4,4,1,os,22078,35.76432022084197
3,8,4,1,1,os,53304,47.47233748271093
10,4,3,2,2,os,37438,45.22027168234065
5,3,1,1,2,os,84070,42.341733126969274
10,5,1,3,3,ws,29524,85.76
7,3,2,4,2,is,109602,57.64452724381605
3,7,2,1,3,is,89514,48.07661063596921
8,7,1,3,1,is,250787,45.08424738998285
7,5,1,1,3,ws,42258,87.4829931972789
7,5,2,2,3,ws,37804,87.4829931972789
5,7,3,2,1,is,73523,45.8246326250682
10,10,2,3,1,os,35838,29.788338557993676
9,5,3,4,1,os,35389,38.611456176673535
9,10,2,1,1,is,53501,45.21145334018895
6,9,2,4,1,os,66372,34.96071385882352
9,7,3,2,4,is,60081,47.70967598332034
9,10,1,3,3,is,251452,45.21145334018895
8,5,4,1,4,ws,41079,89.5
5,6,2,4,2,is,76724,47.55145841424279
3,9,2,1,1,ws,54152,75.74474907808242
4,4,4,1,2,is,110441,54.28571428571429
4,5,4,3,3,is,93694,51.21082930909925
10,3,2,4,4,ws,47187,81.26913580246917
7,10,4,1,2,is,53611,44.07962808948025
10,10,3,4,1,ws,18167,78.08000000000001
6,8,1,1,4,ws,34342,77.32539682539684
3,5,4,2,3,os,82743,51.97786998616893
5,8,4,4,3,is,61999,44.85583914108737
8,3,1,4,1,os,129815,37.951868737533445
7,10,2,4,4,os,59361,32.394637534323124
8,9,4,1,3,os,23823,32.748132771602144
5,8,1,1,4,is,246892,44.85583914108737
4,4,3,1,2,ws,68955,95.95238095238096
6,9,2,3,1,os,66372,34.96071385882352
9,3,3,2,1,is,92402,58.83183189776089
5,10,2,1,3,os,35343,35.964311951024975
6,4,3,1,3,is,92057,52.2063492063492
9,10,1,4,4,ws,18573,80.57848324514991
9,10,3,3,3,is,42289,45.21145334018895
8,4,2,2,3,os,68756,46.784182275524415
10,4,1,4,4,is,245244,51.20000000000012
6,9,3,1,4,os,30698,34.96071385882352
5,5,3,4,2,os,53389,43.93969656640958
9,7,1,3,3,os,57118,32.43419106773139
9,3,3,2,2,ws,53451,84.29551244366061
4,6,3,2,4,ws,50103,86.19047619047618
9,7,2,2,2,is,55181,47.70967598332034
8,4,3,4,3,os,60329,46.784182275524415
9,3,3,1,1,is,92402,58.83183189776089
9,9,1,2,2,is,165393,46.21748502585862
9,8,3,2,4,is,57740,46.77315934783481
6,8,3,1,1,ws,34342,77.32539682539684
6,4,3,2,2,os,52277,49.41678192715536
4,4,3,3,4,os,63515,54.16666666666667
9,5,4,3,2,ws,29871,88.57848324514991
10,4,3,1,4,os,37438,45.22027168234065
6,10,2,3,1,os,66085,33.977869986168926
4,6,4,1,4,os,52961,45.039682539682275
9,4,4,4,1,is,72167,54.144620811287474
5,5,2,3,3,ws,52352,88.57536945812808
4,4,3,4,4,os,63515,54.16666666666667
3,4,2,4,2,os,90766,58.86122637159981
9,7,1,3,3,ws,24462,76.01578903166204
8,3,1,3,1,ws,58360,84.75308641975309
4,9,2,3,3,is,64892,45.88583259390712
7,7,3,2,3,is,64800,46.567676151999095
6,3,2,4,3,ws,71109,82.60591808739953
6,3,4,3,2,ws,71109,82.60591808739953
5,6,2,3,1,os,48016,42.200639652542506
5,8,1,1,4,os,36331,40.45538993878094
4,10,3,4,1,is,61253,44.842274966412944
6,7,3,4,3,is,69998,45.75185066317613
4,5,2,3,1,is,127977,51.21082930909925
6,5,2,3,1,is,117034,49.291084156136044
5,7,4,2,3,is,67819,45.8246326250682
6,9,2,4,2,ws,28657,71.69888860894153
4,10,3,4,1,os,42377,39.00000000000021
4,8,1,2,4,os,41213,43.125
7,6,3,2,4,ws,31295,82.53968253968254
5,6,3,4,1,is,74941,47.55145841424279
8,3,1,3,1,os,129815,37.951868737533445
5,3,2,3,1,is,128296,57.26574412852868
4,7,3,4,4,ws,49948,78.50340136054427
10,5,4,4,2,is,62085,48.328466329518264
9,6,1,1,3,os,57323,37.24024231270621
4,8,4,2,3,os,41348,43.125
8,5,4,2,1,os,37154,39.260679153753095
6,10,1,2,4,is,253298,43.24442056028262
9,6,3,1,1,is,52067,49.4020846902359
8,5,1,4,3,is,252189,48.80178333776948
8,8,1,4,4,ws,23807,79.375
9,10,3,2,1,os,22336,30.611456176673517
7,9,4,1,2,os,26393,33.600491692205644
9,8,4,2,4,ws,19446,79.43562610229276
3,3,4,4,4,os,126443,49.8931065689946
8,7,1,2,3,is,250787,45.08424738998285
4,6,3,3,4,os,52788,45.039682539682275
7,3,2,3,3,ws,60241,83.18468127991937
8,9,4,4,4,is,45010,43.483436853002075
8,3,2,1,3,ws,59994,84.75308641975309
10,5,3,1,4,os,36656,37.64288401253914
6,5,3,2,3,is,77787,49.291084156136044
6,6,1,3,1,ws,36923,81.97883597883599
10,10,1,3,4,os,92006,29.788338557993676
5,10,4,3,4,ws,32625,80.63054187192118
8,10,4,3,2,ws,22178,81.5
9,3,3,2,3,is,92402,58.83183189776089
9,5,4,3,1,ws,29871,88.57848324514991
9,7,4,4,2,ws,24462,76.01578903166204
10,6,3,3,3,ws,24427,80.70476190476191
6,4,3,3,1,os,52277,49.41678192715536
4,4,1,3,2,is,235526,54.28571428571429
6,6,4,2,2,os,37710,40.37223649256826
4,8,3,4,4,ws,39175,81.78571428571429
3,4,1,2,1,is,238016,54.786756453423116
6,4,3,1,1,ws,49612,91.49206349206348
6,7,4,3,1,os,38255,35.375749193176745
6,10,4,3,2,ws,27847,79.22539682539683
10,4,3,1,4,ws,35072,89.86666666666667
10,10,2,3,2,ws,18167,78.08000000000001
10,9,2,1,3,ws,25435,70.49453262786595
7,7,4,1,3,ws,36456,75.05021056041463
6,9,4,1,3,is,51162,44.25182117935741
9,4,1,3,2,os,74150,46.22728318380493
9,10,4,2,1,ws,18671,80.57848324514991
4,4,4,2,2,ws,62081,95.95238095238096
4,8,3,3,4,is,76020,46.48853639286195
7,3,3,3,2,ws,60241,83.18468127991937
8,4,1,4,2,os,85702,46.784182275524415
7,8,2,2,3,os,59715,37.27901120361805
10,6,3,2,4,ws,24427,80.70476190476191
6,7,2,2,4,is,106673,45.75185066317613
9,3,3,3,3,os,55059,37.31862757627668
6,3,2,4,1,os,189044,40.48981438792386
7,5,4,4,3,is,69423,50.080112406953795
4,4,4,1,1,os,63726,54.16666666666667
8,4,2,2,1,os,68756,46.784182275524415
3,10,1,2,3,ws,49243,83.14702581369247
8,6,1,2,3,ws,30559,84.04761904761907
6,9,2,3,1,is,52562,44.25182117935741
5,3,1,3,4,os,84070,42.341733126969274
7,8,2,2,4,os,59715,37.27901120361805
9,5,1,2,4,os,73391,38.611456176673535
4,5,1,1,3,is,254078,51.21082930909925
6,10,1,4,3,is,253298,43.24442056028262
4,5,1,3,1,ws,60811,91.42857142857143
7,5,3,2,2,is,72139,50.080112406953795
6,6,3,3,3,os,40665,40.37223649256826
10,4,2,3,4,os,66386,45.22027168234065
10,10,1,1,1,is,252076,42.376426332288325
8,5,3,2,1,ws,36353,89.5
10,4,2,1,4,os,66386,45.22027168234065
6,7,1,3,4,ws,36646,74.50037792894936
7,3,1,3,3,os,106969,38.90709660367362
4,4,2,3,2,os,114530,54.16666666666667
10,9,1,1,2,os,92360,31.42266894450797
10,10,3,3,4,ws,18167,78.08000000000001
3,8,4,3,4,ws,50066,81.6470258136925
8,8,2,1,2,is,99120,44.08448153887616
3,6,4,4,3,os,68007,49.65795077828307
6,5,1,3,2,is,253000,49.291084156136044
10,6,2,3,3,os,50999,36.36655222172475
10,10,4,3,3,os,21249,29.788338557993676
9,8,2,2,3,ws,19578,79.43562610229276
4,4,3,2,2,is,110441,54.28571428571429
4,8,3,1,3,ws,44288,81.78571428571429
4,3,3,2,4,os,98344,45.21604938271575
4,7,4,1,4,ws,54715,78.50340136054427
5,7,4,2,3,ws,42808,75.81233872859491
9,7,3,2,4,ws,24462,76.01578903166204
8,9,3,3,3,os,32013,32.748132771602144
10,9,2,4,4,ws,18902,70.49453262786595
3,10,2,1,4,os,54934,43.97786998616895
5,10,1,2,4,os,37025,35.964311951024975
4,10,1,2,3,is,254528,44.842274966412944
10,6,1,2,2,ws,24427,80.70476190476191
7,7,4,1,2,ws,36456,75.05021056041463
3,3,2,4,2,is,161859,59.688012753941734
8,7,2,4,3,os,52580,33.03281870624542
3,8,4,2,4,os,53226,47.47233748271093
5,10,1,1,3,os,37025,35.964311951024975
9,9,4,1,2,os,22294,32.151079075394634
8,6,1,2,1,os,66638,37.863685316016664
6,4,3,3,4,ws,46267,91.49206349206348
3,8,2,4,4,is,120676,47.094227168902634
7,7,4,2,1,is,55761,46.567676151999095
4,10,1,3,4,os,42377,39.00000000000021
10,4,4,3,4,os,36450,45.22027168234065
10,9,4,1,1,os,21519,31.42266894450797
8,8,2,2,2,ws,23011,79.375
10,5,1,1,3,is,251911,48.328466329518264
9,4,1,4,2,is,239057,54.144620811287474
7,10,1,4,1,is,251679,44.07962808948025
9,9,2,4,4,os,32998,32.151079075394634
5,9,4,4,1,os,34625,36.60937659461297
8,7,2,2,1,ws,29461,76.66666666666666
7,10,2,2,3,os,59361,32.394637534323124
5,4,4,1,3,os,52885,51.257954041345045
4,7,2,3,3,is,115739,47.48664313088785
3,3,1,4,4,ws,122421,86.68537224092783
10,4,4,1,2,is,75763,51.20000000000012
9,9,3,2,2,os,22418,32.151079075394634
7,7,4,3,1,is,55761,46.567676151999095
4,9,1,2,1,ws,39217,75.94356261022925
4,9,4,4,1,os,42025,39.144620811287666
7,9,1,4,1,is,165971,45.075552926484576
10,3,4,1,2,is,97570,55.84177040110668
10,10,4,2,1,os,21249,29.788338557993676
3,3,1,1,3,ws,122421,86.68537224092783
10,5,4,1,1,ws,34548,85.76
3,8,2,3,4,ws,50066,81.6470258136925
7,5,2,3,1,is,110054,50.080112406953795
9,5,4,1,1,os,34648,38.611456176673535
5,6,3,2,1,is,74941,47.55145841424279
4,9,2,2,1,is,64892,45.88583259390712
7,3,4,2,1,os,62865,38.90709660367362
8,4,1,4,3,is,246726,51.875
7,8,1,2,4,is,246689,45.6329697759713
6,6,2,4,1,ws,36923,81.97883597883599
6,10,3,2,3,ws,27847,79.22539682539683
8,6,4,1,2,is,60277,46.851659751037346
7,10,4,3,2,ws,23635,79.64625850340137
6,6,4,4,4,ws,36923,81.97883597883599
8,9,3,2,4,is,45396,43.483436853002075
10,5,1,3,1,os,165961,37.64288401253914
4,6,1,3,2,is,181747,49.25903971547125
6,9,1,1,3,is,164312,44.25182117935741
3,9,4,1,4,os,54193,43.2793499552379
3,5,2,1,4,ws,80904,91.14702581369247
6,3,1,1,2,os,229529,40.48981438792386
10,5,4,3,4,os,35716,37.64288401253914
5,7,1,2,2,is,253907,45.8246326250682
8,10,2,4,1,os,37518,31.35824012936265
7,9,2,1,2,os,59655,33.600491692205644
6,8,1,4,2,is,240205,44.80954840724413
9,8,1,3,3,os,41714,35.76432022084197
10,8,3,3,3,os,21974,34.98542319749216
4,10,2,1,2,ws,43891,83.42857142857142
8,5,1,2,4,os,84928,39.260679153753095
3,4,4,2,2,os,81448,58.86122637159981
8,10,4,4,2,os,23856,31.35824012936265
3,6,3,1,3,os,68007,49.65795077828307
7,7,2,2,1,ws,30994,75.05021056041463
3,7,3,3,2,os,69341,44.1059079233352
10,7,1,2,4,ws,24067,73.25714285714284
5,6,2,2,3,ws,43031,83.32301196340605
7,7,1,2,2,os,53385,33.923391949029536
7,4,3,3,4,ws,39233,92.08390022675738
10,7,2,3,4,ws,24067,73.25714285714284
6,7,1,4,2,os,119672,35.375749193176745
10,10,1,3,4,is,252076,42.376426332288325
3,8,4,4,3,is,82551,47.094227168902634
3,4,3,1,1,is,129771,54.786756453423116
6,3,2,4,2,os,189044,40.48981438792386
6,9,4,1,4,os,29726,34.96071385882352
9,10,1,1,3,ws,25263,80.57848324514991
3,4,2,4,2,is,130767,54.786756453423116
8,9,3,3,2,ws,23005,73.80070546737214
8,8,4,1,1,is,49003,44.08448153887616
10,9,2,1,4,os,36166,31.42266894450797
9,7,4,1,4,os,28693,32.43419106773139
7,8,4,3,3,is,49443,45.6329697759713
9,10,2,1,4,ws,25375,80.57848324514991
3,9,1,4,2,os,54193,43.2793499552379
7,7,1,2,3,os,53385,33.923391949029536
8,3,4,3,1,os,57016,37.951868737533445
7,10,3,3,1,os,36585,32.394637534323124
10,10,1,4,2,ws,18167,78.08000000000001
10,7,3,3,1,os,29136,31.633915509777523
6,5,4,3,2,is,77390,49.291084156136044
5,9,1,3,4,os,36762,36.60937659461297
8,6,3,4,1,is,60277,46.851659751037346
6,4,1,4,4,is,239981,52.2063492063492
5,6,4,4,4,is,74941,47.55145841424279
5,9,4,1,1,ws,39089,73.04628109225811
9,5,2,4,4,ws,30033,88.57848324514991
8,8,1,2,1,os,47796,36.38530016170328
8,6,3,1,3,os,46193,37.863685316016664
6,4,3,1,1,os,52277,49.41678192715536
4,10,1,2,3,ws,38353,83.42857142857142
3,8,1,4,2,os,53226,47.47233748271093
6,10,3,1,2,ws,33943,79.22539682539683
5,10,2,3,4,ws,32625,80.63054187192118
3,3,4,1,2,ws,122421,86.68537224092783
8,4,4,2,2,os,37204,46.784182275524415
8,10,2,2,3,os,37518,31.35824012936265
10,3,3,2,1,ws,47187,81.26913580246917
7,3,4,2,2,is,106805,57.64452724381605
10,7,3,4,3,ws,24067,73.25714285714284
10,4,4,2,4,os,36450,45.22027168234065
3,9,1,3,3,is,164549,46.502878644585564
3,5,3,2,1,is,110802,51.754025870750276
10,9,1,4,4,ws,18902,70.49453262786595
9,10,3,3,2,ws,18573,80.57848324514991
3,5,4,3,3,os,82743,51.97786998616893
6,4,3,1,3,ws,49612,91.49206349206348
5,5,3,4,3,ws,52352,88.57536945812808
7,5,1,2,3,is,251847,50.080112406953795
6,4,3,2,1,is,92057,52.2063492063492
3,6,2,1,2,os,69251,49.65795077828307
3,5,2,2,3,os,90139,51.97786998616893
7,8,2,1,1,ws,30361,78.31972789115646
3,7,4,4,1,ws,63736,78.23526267970719
9,6,3,4,4,os,28732,37.24024231270621
9,10,4,3,3,is,49279,45.21145334018895
9,8,3,2,2,is,57740,46.77315934783481
8,9,1,4,3,ws,23716,73.80070546737214
9,3,1,1,3,ws,50227,84.29551244366061
7,4,2,2,3,is,108923,52.97278911564638
3,4,2,3,1,is,130767,54.786756453423116
7,10,4,3,4,ws,23635,79.64625850340137
10,7,2,1,3,is,96878,44.84609488568784
7,8,4,2,2,is,49443,45.6329697759713
4,4,1,4,3,ws,62081,95.95238095238096
5,3,2,2,2,is,128296,57.26574412852868
7,10,2,1,3,os,59361,32.394637534323124
8,9,1,2,3,ws,23716,73.80070546737214
8,9,3,4,4,os,32013,32.748132771602144
5,5,3,2,3,ws,52352,88.57536945812808
10,5,1,3,3,is,251911,48.328466329518264
7,4,4,1,4,os,40871,47.72227361496557
10,8,3,2,3,ws,19033,76.1
10,4,2,2,4,ws,30965,89.86666666666667
5,3,3,1,2,ws,86124,83.96801070364288
7,10,3,3,2,os,36585,32.394637534323124
3,6,2,3,2,os,69251,49.65795077828307
8,7,2,2,1,os,52580,33.03281870624542
7,8,2,3,2,is,98115,45.6329697759713
7,4,3,4,3,ws,39233,92.08390022675738
10,3,4,4,4,ws,47187,81.26913580246917
8,10,3,2,4,ws,22290,81.5
4,3,1,2,3,os,98344,45.21604938271575
5,9,3,3,3,os,34625,36.60937659461297
9,7,4,1,2,os,28693,32.43419106773139
9,8,2,3,2,ws,19578,79.43562610229276
4,4,4,1,1,ws,68955,95.95238095238096
6,9,2,2,3,is,52562,44.25182117935741
5,6,3,1,2,os,43796,42.200639652542506
8,4,3,1,3,os,60329,46.784182275524415
5,7,4,4,4,ws,42808,75.81233872859491
9,5,2,1,2,ws,34907,88.57848324514991
7,4,3,2,1,os,67431,47.72227361496557
10,9,2,1,3,os,36166,31.42266894450797
8,7,1,4,3,os,66426,33.03281870624542
6,8,1,2,4,is,240205,44.80954840724413
4,7,2,3,2,os,86524,39.761904761905086
3,10,1,2,4,os,54934,43.97786998616895
8,6,4,1,3,os,30427,37.863685316016664
4,10,4,2,4,os,42474,39.00000000000021
7,3,1,1,2,is,206111,57.64452724381605
3,7,1,3,4,is,256081,48.07661063596921
10,5,3,1,1,ws,34548,85.76
8,5,1,2,2,os,84928,39.260679153753095
7,7,3,3,4,ws,30994,75.05021056041463
10,4,3,3,2,is,76904,51.20000000000012
4,5,1,3,3,ws,60811,91.42857142857143
6,6,1,1,4,os,119836,40.37223649256826
8,10,1,1,4,is,252466,42.44153605015673
6,4,1,3,4,is,239981,52.2063492063492
10,5,3,2,2,ws,29524,85.76
6,6,3,1,2,ws,41798,81.97883597883599
3,7,2,3,4,ws,63736,78.23526267970719
9,4,4,1,4,os,34800,46.22728318380493
7,6,3,2,2,is,60369,48.247701846990566
5,7,4,4,1,os,44468,37.09714691306419
5,8,4,4,1,ws,33461,78.71674876847291
9,7,4,3,1,os,28693,32.43419106773139
8,8,1,2,2,os,47796,36.38530016170328
6,3,4,2,1,ws,71109,82.60591808739953
4,6,1,1,2,is,181747,49.25903971547125
5,10,1,4,4,is,253762,43.255029108822136
